Gender,Religion_ID,Marital_Status,Designation_ID,Status,Employment_Type,Designation,Year_of_Birth,Joined_Date,Joined_Month,Joined_Year,Inactive_Day,Inactive_Month,Inactive_Year,Employment_Category_Labour,Employment_Category_Management,Employment_Category_Staff
1,1,1,24,0,0,Driver,1969,13,9,2021,30.0,4.0,2022.0,0,0,1
1,1,1,22,1,0,Technical Officer,1996,11,10,2021,,,,0,0,1
1,1,1,22,1,0,Technical Officer,1996,11,10,2021,,,,0,0,1
0,1,0,178,1,0,Trainee Purchasing Officer,1996,12,10,2021,,,,0,0,1
0,1,0,178,0,0,Trainee Purchasing Officer,1997,12,10,2021,9.0,11.0,2021.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1976,13,10,2021,2.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1993,13,10,2021,31.0,10.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1961,12,10,2021,31.0,10.0,2021.0,1,0,0
0,3,0,45,1,0,Construction Manager,1963,2,8,2021,,,,0,1,0
1,1,1,124,0,0,Mason,1982,14,10,2021,24.0,3.0,2022.0,1,0,0
1,1,1,152,0,0,Manager Contract,1987,14,10,2021,31.0,3.0,2022.0,0,1,0
1,1,1,55,0,0,Fitter,1974,21,10,2021,28.0,2.0,2022.0,1,0,0
1,1,1,33,0,0,Site Engineer,1981,11,10,2021,24.0,10.0,2021.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1974,22,10,2021,5.0,5.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1998,22,10,2021,2.0,4.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1964,18,10,2021,31.0,8.0,2022.0,0,0,1
1,1,1,180,0,0,Assistant Manager Procurement,1983,25,10,2021,14.0,11.0,2021.0,0,0,1
1,1,0,33,1,0,Site Engineer,1995,25,10,2021,,,,0,0,1
1,1,1,139,0,0,Surveyor Helper,1958,5,10,2021,28.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1998,1,10,2021,29.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1972,25,10,2021,31.0,10.0,2021.0,1,0,0
1,1,1,29,0,0,Cook,1983,1,10,2021,24.0,6.0,2022.0,1,0,0
1,1,0,55,0,0,Fitter,1983,15,10,2021,25.0,2.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2003,19,10,2021,15.0,11.0,2021.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2002,19,10,2021,18.0,3.0,2022.0,1,0,0
1,1,1,4,0,0,Bar Bender,1981,27,10,2021,31.0,10.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1986,25,10,2021,25.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,25,10,2021,1.0,4.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1997,25,10,2021,25.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1975,25,10,2021,1.0,4.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1974,25,10,2021,7.0,4.0,2022.0,1,0,0
1,4,1,31,0,0,Unskilled Labor,1964,25,10,2021,6.0,4.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1951,16,10,2021,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1996,27,10,2021,,,,1,0,0
1,1,1,134,0,0,Caretaker,1953,2,10,2021,13.0,1.0,2022.0,1,0,0
1,1,1,30,0,0,Semi Skilled Labor,1959,1,11,2021,9.0,5.0,2022.0,1,0,0
0,1,0,70,0,0,Data Entry Operator,2001,1,11,2021,31.0,3.0,2022.0,0,0,1
1,1,1,181,0,0,Trainee Engineer,1996,1,11,2021,12.0,3.0,2022.0,0,0,1
1,3,1,31,1,0,Unskilled Labor,1982,26,10,2021,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,5,11,2021,27.0,1.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1990,9,11,2021,29.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1969,8,11,2021,2.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1960,9,11,2021,31.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1952,4,11,2021,8.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1981,4,11,2021,31.0,12.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1991,4,11,2021,9.0,4.0,2022.0,1,0,0
1,1,0,139,0,0,Surveyor Helper,1997,10,11,2021,20.0,4.0,2022.0,1,0,0
1,1,1,24,0,0,Driver,1992,11,11,2021,18.0,11.0,2021.0,0,0,1
1,1,1,1,0,0,Skilled Labor,1990,16,11,2021,9.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1992,16,11,2021,8.0,4.0,2022.0,1,0,0
1,1,1,53,0,0,Pipe Fitter,2000,15,11,2021,20.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1996,20,11,2021,1.0,2.0,2022.0,1,0,0
0,1,0,48,1,0,Draughtsman,1993,15,11,2021,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1973,23,11,2021,31.0,3.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1994,22,11,2021,31.0,12.0,2021.0,1,0,0
1,1,1,83,0,0,Mechanical Engineer,1995,22,11,2021,21.0,12.0,2022.0,0,0,1
1,1,1,58,0,0,Sociologist,1962,15,11,2021,3.0,6.0,2022.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1987,24,11,2021,30.0,3.0,2022.0,1,0,0
0,1,1,31,1,0,Unskilled Labor,1972,10,11,2021,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1982,26,11,2021,31.0,12.0,2021.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1973,26,11,2021,1.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1998,29,11,2021,15.0,2.0,2022.0,1,0,0
1,1,0,8,1,0,Quantity Surveyor,1993,29,11,2021,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1983,29,11,2021,30.0,4.0,2022.0,1,0,0
1,1,1,124,0,0,Mason,1976,1,12,2021,2.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1995,2,12,2021,26.0,3.0,2022.0,1,0,0
0,1,0,17,0,0,Account Executive,1993,1,12,2021,9.0,4.0,2022.0,0,0,1
1,1,1,30,0,0,Semi Skilled Labor,1996,3,12,2021,28.0,2.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1998,6,12,2021,31.0,12.0,2021.0,1,0,0
1,1,1,30,0,0,Semi Skilled Labor,1985,9,12,2021,27.0,2.0,2022.0,1,0,0
1,1,0,30,0,0,Semi Skilled Labor,2001,9,12,2021,27.0,2.0,2022.0,1,0,0
1,1,0,30,0,0,Semi Skilled Labor,2001,10,12,2021,26.0,2.0,2022.0,1,0,0
1,1,1,182,1,0,Labour,1991,11,12,2021,,,,1,0,0
0,3,0,184,0,0,Lab Helper,1983,11,12,2021,17.0,3.0,2022.0,1,0,0
1,1,0,169,0,0,Bobcat Operator,1983,12,12,2021,16.0,11.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1983,14,12,2021,31.0,3.0,2022.0,1,0,0
1,1,1,22,1,0,Technical Officer,1970,15,12,2021,,,,0,0,1
1,1,1,22,0,0,Technical Officer,1989,16,12,2021,12.0,2.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2006,17,12,2021,17.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1971,13,12,2021,11.0,4.0,2022.0,1,0,0
1,1,1,43,0,0,Operator - JCB,2000,15,12,2021,31.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1982,13,12,2021,14.0,3.0,2022.0,1,0,0
1,1,1,7,1,0,Store Keeper,1964,20,12,2021,,,,0,0,1
1,1,1,1,0,0,Skilled Labor,1993,15,12,2021,5.0,4.0,2022.0,1,0,0
1,1,0,30,0,0,Semi Skilled Labor,1991,18,12,2021,30.0,11.0,2022.0,1,0,0
1,3,0,30,0,0,Semi Skilled Labor,2000,17,12,2021,31.0,12.0,2021.0,1,0,0
1,1,0,181,0,0,Trainee Engineer,1999,20,12,2021,12.0,3.0,2022.0,0,0,1
1,1,0,27,1,0,Supervisor,1998,23,12,2021,,,,0,0,1
1,1,1,55,0,0,Fitter,1966,20,12,2021,24.0,2.0,2022.0,1,0,0
1,1,0,31,1,0,Unskilled Labor,1989,23,12,2021,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,1970,20,12,2021,2.0,3.0,2022.0,1,0,0
1,1,0,55,0,0,Fitter,1996,1,12,2021,2.0,3.0,2022.0,1,0,0
1,5,0,31,1,0,Unskilled Labor,1996,27,12,2021,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1983,27,12,2021,,,,1,0,0
1,1,1,124,0,0,Mason,1965,3,1,2022,30.0,3.0,2022.0,1,0,0
1,1,1,186,1,0,Surveyor,1979,7,12,2021,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1969,4,1,2022,30.0,3.0,2022.0,1,0,0
1,1,1,95,1,0,Welder,1974,20,12,2021,,,,1,0,0
1,1,0,55,1,0,Fitter,1996,3,1,2022,,,,1,0,0
1,1,0,33,1,0,Site Engineer,1993,3,1,2022,,,,0,0,1
1,1,1,187,1,0,Material Engineer,1983,1,1,2022,,,,0,0,1
1,1,0,22,1,0,Technical Officer,1996,1,1,2022,,,,0,0,1
1,1,0,31,1,0,Unskilled Labor,1995,6,1,2022,,,,1,0,0
1,1,1,122,1,0,Security,1970,1,1,2022,,,,1,0,0
0,1,0,125,0,0,Data Colector,1998,6,1,2022,3.0,5.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1976,6,1,2022,17.0,6.0,2022.0,1,0,0
1,1,1,55,1,0,Fitter,1961,6,1,2022,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1991,10,1,2022,,,,1,0,0
1,1,0,70,0,0,Data Entry Operator,1999,11,1,2022,26.0,7.0,2022.0,0,0,1
1,1,1,31,1,0,Unskilled Labor,1988,13,1,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,2001,11,1,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,13,1,2022,20.0,2.0,2022.0,1,0,0
1,1,0,139,1,0,Surveyor Helper,1999,3,1,2022,,,,1,0,0
1,1,1,189,1,0,Lab Assistant,1990,1,1,2022,,,,1,0,0
1,1,0,189,1,0,Lab Assistant,1989,1,1,2022,,,,1,0,0
1,1,0,56,0,0,Helper,2002,18,1,2022,12.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1971,21,1,2022,10.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1963,5,1,2022,9.0,2.0,2022.0,1,0,0
1,1,1,22,1,0,Technical Officer,1986,1,1,2022,,,,0,0,1
1,1,0,80,0,0,Driver - cab,1996,24,1,2022,30.0,3.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1962,21,1,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,2001,11,1,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1994,25,1,2022,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1973,25,1,2022,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1981,25,1,2022,26.0,2.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1958,24,1,2022,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1975,25,1,2022,8.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1990,10,1,2022,2.0,3.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1985,27,1,2022,,,,1,0,0
1,1,1,122,1,0,Security,1955,14,1,2022,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1994,31,1,2022,17.0,4.0,2022.0,1,0,0
1,1,1,26,0,0,Mechanic,1990,29,1,2022,8.0,4.0,2022.0,1,0,0
1,1,0,55,0,0,Fitter,1999,25,1,2022,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1970,29,1,2022,2.0,4.0,2022.0,1,0,0
0,1,1,195,1,0,Data Coordinator,1998,1,1,2022,,,,1,0,0
0,1,1,195,1,0,Data Coordinator,1996,4,1,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,19,1,2022,28.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1964,1,2,2022,2.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1983,1,2,2022,3.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1991,3,1,2022,11.0,5.0,2022.0,1,0,0
1,3,0,124,0,0,Mason,2001,1,2,2022,10.0,2.0,2022.0,1,0,0
1,3,0,31,1,0,Unskilled Labor,1994,2,2,2022,,,,1,0,0
1,1,0,124,0,0,Mason,1997,3,2,2022,3.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1973,8,2,2022,1.0,4.0,2022.0,1,0,0
1,1,1,123,0,0,Carpenter,1973,1,2,2022,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1981,7,2,2022,24.0,2.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1977,8,2,2022,8.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,2002,9,2,2022,30.0,4.0,2022.0,1,0,0
1,1,1,4,0,0,Bar Bender,1973,9,2,2022,2.0,4.0,2022.0,1,0,0
1,1,1,190,1,0,Head of QS - Post Contract,1980,7,2,2022,,,,0,1,0
1,1,1,158,1,0,Assistant QS,1996,8,2,2022,,,,0,0,1
1,1,1,33,1,0,Site Engineer,1968,8,2,2022,,,,0,0,1
1,1,0,31,0,0,Unskilled Labor,2000,11,2,2022,1.0,4.0,2022.0,1,0,0
1,1,0,55,0,0,Fitter,1995,11,2,2022,18.0,2.0,2022.0,1,0,0
1,1,0,43,0,0,Operator - JCB,1995,4,2,2022,29.0,4.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1986,8,2,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,2001,8,2,2022,2.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1960,8,2,2022,1.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,14,2,2022,31.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1980,11,2,2022,6.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1972,1,2,2022,2.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1997,1,2,2022,23.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1976,1,2,2022,23.0,3.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1970,14,2,2022,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1983,5,2,2022,9.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1993,15,2,2022,17.0,6.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1951,15,2,2022,6.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1979,22,2,2022,26.0,3.0,2022.0,1,0,0
1,1,1,29,0,0,Cook,1963,12,2,2022,28.0,6.0,2022.0,1,0,0
1,1,1,163,1,0,Manager Transport and Logistic,1970,15,2,2022,,,,0,1,0
1,1,0,33,0,0,Site Engineer,1994,23,2,2022,28.0,5.0,2022.0,0,0,1
1,1,1,31,0,0,Unskilled Labor,1980,26,2,2022,31.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1989,1,3,2022,3.0,3.0,2022.0,1,0,0
1,1,0,31,1,0,Unskilled Labor,1999,1,3,2022,,,,1,0,0
1,1,1,31,0,0,Unskilled Labor,1968,1,3,2022,7.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1956,3,3,2022,25.0,4.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1966,3,3,2022,25.0,4.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,1995,4,3,2022,19.0,5.0,2022.0,1,0,0
1,1,0,31,0,0,Unskilled Labor,2002,4,3,2022,29.0,4.0,2022.0,1,0,0
1,1,0,31,1,0,Unskilled Labor,2002,4,3,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,2003,8,3,2022,10.0,3.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1994,8,3,2022,8.0,3.0,2022.0,1,0,0
1,1,0,31,1,0,Unskilled Labor,1994,8,3,2022,,,,1,0,0
1,1,0,56,1,0,Helper,1996,3,3,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,1988,9,3,2022,26.0,3.0,2022.0,1,0,0
1,1,0,53,0,0,Pipe Fitter,1999,8,3,2022,7.0,4.0,2022.0,1,0,0
1,1,0,69,1,0,Site Supervisor,2001,1,3,2022,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1980,10,3,2022,23.0,3.0,2022.0,1,0,0
1,5,1,31,0,0,Unskilled Labor,1982,14,3,2022,6.0,4.0,2022.0,1,0,0
1,1,1,55,0,0,Fitter,1972,10,3,2022,17.0,6.0,2022.0,1,0,0
1,1,1,31,0,0,Unskilled Labor,1990,10,3,2022,1.0,4.0,2022.0,1,0,0
1,1,1,31,1,0,Unskilled Labor,1972,14,3,2022,,,,1,0,0
0,1,1,8,0,0,Quantity Surveyor,1983,10,3,2022,24.0,6.0,2022.0,0,0,1
1,1,1,31,1,0,Unskilled Labor,1998,12,3,2022,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1986,11,3,2022,,,,1,0,0
1,1,1,191,0,0,Logistic Assistant,1994,15,3,2022,26.0,7.0,2022.0,0,0,1
1,1,1,31,1,0,Unskilled Labor,1999,1,3,2022,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1996,3,3,2022,,,,1,0,0
0,1,0,30,0,0,Semi Skilled Labor,1998,16,3,2022,9.0,5.0,2022.0,1,0,0
1,1,0,22,1,0,Technical Officer,1991,10,3,2022,,,,0,0,1
1,1,1,31,0,0,Unskilled Labor,1995,19,3,2022,29.0,3.0,2022.0,1,0,0
1,1,1,192,1,0,Assistant Planning Engineer,1995,21,3,2022,,,,0,0,1
1,1,0,7,1,0,Store Keeper,2000,21,3,2022,,,,0,0,1
1,1,0,33,1,0,Site Engineer,1995,21,3,2022,,,,0,0,1
1,5,1,6,0,0,Project Manager,1964,22,3,2022,4.0,4.0,2022.0,0,0,1
1,1,1,4,1,0,Bar Bender,1975,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1990,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1974,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1987,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1995,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1987,19,3,2022,,,,1,0,0
1,1,1,4,1,0,Bar Bender,1972,19,3,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1983,14,3,2022,,,,1,0,0
1,1,0,31,0,0,Unskilled Labor,2002,25,3,2022,5.0,9.0,2022.0,1,0,0
1,5,1,22,0,0,Technical Officer,1997,6,4,2022,31.0,8.0,2022.0,0,0,1
1,1,1,8,0,0,Quantity Surveyor,1997,18,4,2022,3.0,5.0,2022.0,0,0,1
1,3,0,8,1,0,Quantity Surveyor,1997,18,4,2022,,,,0,0,1
1,1,1,22,1,0,Technical Officer,1994,19,4,2022,,,,0,0,1
1,1,1,4,1,1,Bar Bender,1987,23,4,2022,,,,1,0,0
1,1,1,124,1,0,Mason,1968,25,4,2022,,,,1,0,0
1,1,1,56,0,0,Helper,1986,26,4,2022,4.0,5.0,2022.0,1,0,0
1,1,1,90,0,0,Assistant manager - HR,1987,28,4,2022,26.0,8.0,2022.0,0,0,1
1,1,1,31,1,0,Unskilled Labor,1965,26,4,2022,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1983,27,4,2022,,,,1,0,0
1,1,1,78,0,0,Assistant Accountant,1989,3,5,2022,19.0,9.0,2022.0,0,0,1
1,1,1,1,1,0,Skilled Labor,1991,1,5,2022,,,,1,0,0
1,1,1,31,1,0,Unskilled Labor,1983,4,5,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1983,25,5,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1983,25,5,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1983,25,5,2022,,,,1,0,0
1,1,0,31,1,0,Unskilled Labor,1983,25,5,2022,,,,1,0,0
1,1,1,24,1,0,Driver,1983,20,6,2022,,,,1,0,0
1,1,1,104,0,0,Accountant,1965,14,7,2022,4.0,11.0,2022.0,0,1,0
1,1,1,54,1,0,Lab Technician,1986,20,7,2022,,,,1,0,0
0,1,0,143,1,0,HR Assistant,1996,26,8,2022,,,,0,0,1
1,1,1,31,1,0,Unskilled Labor,1983,29,8,2022,,,,1,0,0
0,1,1,33,1,0,Site Engineer,1989,1,9,2022,,,,0,0,1
1,1,1,38,1,0,Office Assistant,1965,1,9,2022,,,,0,0,1
1,1,1,8,1,0,Quantity Surveyor,1988,26,9,2022,,,,0,0,1
1,1,1,78,1,0,Assistant Accountant,1984,27,9,2022,,,,0,0,1
1,1,1,198,1,0,Projects Officer,1981,6,10,2022,,,,0,0,1
1,1,0,111,1,0,Management Trainee,1996,25,10,2022,,,,0,0,1
0,1,0,17,0,0,Account Executive,1993,1,11,2022,22.0,12.0,2022.0,0,0,1
1,1,0,8,1,0,Quantity Surveyor,1994,21,11,2022,,,,0,0,1
1,1,0,201,1,0,Software Developer,1997,5,12,2022,,,,0,0,1
1,1,0,8,1,0,Quantity Surveyor,1990,8,12,2022,,,,0,0,1
1,1,1,104,1,0,Accountant,1979,20,12,2022,,,,0,1,0
